claim_id,split,claim_status,variation,file_path
249,train,Manual Review,2,output\tm_dataset\train\Manual_Review\249_v2.jpg
251,train,Valid,1,output\tm_dataset\train\Valid_Claim\251_v1.jpg
251,train,Valid,2,output\tm_dataset\train\Valid_Claim\251_v2.jpg
253,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\253_v1.jpg
253,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\253_v2.jpg
254,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\254_v1.jpg
254,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\254_v2.jpg
255,train,Manual Review,1,output\tm_dataset\train\Manual_Review\255_v1.jpg
255,train,Manual Review,2,output\tm_dataset\train\Manual_Review\255_v2.jpg
257,train,Valid,1,output\tm_dataset\train\Valid_Claim\257_v1.jpg
257,train,Valid,2,output\tm_dataset\train\Valid_Claim\257_v2.jpg
258,train,Manual Review,1,output\tm_dataset\train\Manual_Review\258_v1.jpg
258,train,Manual Review,2,output\tm_dataset\train\Manual_Review\258_v2.jpg
260,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\260_v1.jpg
260,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\260_v2.jpg
261,train,Manual Review,1,output\tm_dataset\train\Manual_Review\261_v1.jpg
261,train,Manual Review,2,output\tm_dataset\train\Manual_Review\261_v2.jpg
262,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\262_v1.jpg
262,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\262_v2.jpg
264,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\264_v1.jpg
264,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\264_v2.jpg
265,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\265_v1.jpg
265,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\265_v2.jpg
266,train,Manual Review,1,output\tm_dataset\train\Manual_Review\266_v1.jpg
266,train,Manual Review,2,output\tm_dataset\train\Manual_Review\266_v2.jpg
267,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\267_v1.jpg
267,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\267_v2.jpg
268,train,Manual Review,1,output\tm_dataset\train\Manual_Review\268_v1.jpg
268,train,Manual Review,2,output\tm_dataset\train\Manual_Review\268_v2.jpg
269,train,Valid,1,output\tm_dataset\train\Valid_Claim\269_v1.jpg
269,train,Valid,2,output\tm_dataset\train\Valid_Claim\269_v2.jpg
270,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\270_v1.jpg
270,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\270_v2.jpg
272,train,Manual Review,1,output\tm_dataset\train\Manual_Review\272_v1.jpg
272,train,Manual Review,2,output\tm_dataset\train\Manual_Review\272_v2.jpg
273,train,Manual Review,1,output\tm_dataset\train\Manual_Review\273_v1.jpg
273,train,Manual Review,2,output\tm_dataset\train\Manual_Review\273_v2.jpg
275,train,Manual Review,1,output\tm_dataset\train\Manual_Review\275_v1.jpg
275,train,Manual Review,2,output\tm_dataset\train\Manual_Review\275_v2.jpg
278,train,Valid,1,output\tm_dataset\train\Valid_Claim\278_v1.jpg
278,train,Valid,2,output\tm_dataset\train\Valid_Claim\278_v2.jpg
279,train,Manual Review,1,output\tm_dataset\train\Manual_Review\279_v1.jpg
279,train,Manual Review,2,output\tm_dataset\train\Manual_Review\279_v2.jpg
280,train,Valid,1,output\tm_dataset\train\Valid_Claim\280_v1.jpg
280,train,Valid,2,output\tm_dataset\train\Valid_Claim\280_v2.jpg
283,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\283_v1.jpg
283,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\283_v2.jpg
286,train,Manual Review,1,output\tm_dataset\train\Manual_Review\286_v1.jpg
286,train,Manual Review,2,output\tm_dataset\train\Manual_Review\286_v2.jpg
287,train,Valid,1,output\tm_dataset\train\Valid_Claim\287_v1.jpg
287,train,Valid,2,output\tm_dataset\train\Valid_Claim\287_v2.jpg
290,train,Valid,1,output\tm_dataset\train\Valid_Claim\290_v1.jpg
290,train,Valid,2,output\tm_dataset\train\Valid_Claim\290_v2.jpg
291,train,Valid,1,output\tm_dataset\train\Valid_Claim\291_v1.jpg
291,train,Valid,2,output\tm_dataset\train\Valid_Claim\291_v2.jpg
294,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\294_v1.jpg
294,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\294_v2.jpg
296,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\296_v1.jpg
296,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\296_v2.jpg
297,train,Manual Review,1,output\tm_dataset\train\Manual_Review\297_v1.jpg
297,train,Manual Review,2,output\tm_dataset\train\Manual_Review\297_v2.jpg
300,train,Valid,1,output\tm_dataset\train\Valid_Claim\300_v1.jpg
300,train,Valid,2,output\tm_dataset\train\Valid_Claim\300_v2.jpg
302,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\302_v1.jpg
302,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\302_v2.jpg
303,train,Valid,1,output\tm_dataset\train\Valid_Claim\303_v1.jpg
303,train,Valid,2,output\tm_dataset\train\Valid_Claim\303_v2.jpg
304,train,Manual Review,1,output\tm_dataset\train\Manual_Review\304_v1.jpg
304,train,Manual Review,2,output\tm_dataset\train\Manual_Review\304_v2.jpg
305,train,Valid,1,output\tm_dataset\train\Valid_Claim\305_v1.jpg
305,train,Valid,2,output\tm_dataset\train\Valid_Claim\305_v2.jpg
306,train,Valid,1,output\tm_dataset\train\Valid_Claim\306_v1.jpg
306,train,Valid,2,output\tm_dataset\train\Valid_Claim\306_v2.jpg
308,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\308_v1.jpg
308,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\308_v2.jpg
309,train,Valid,1,output\tm_dataset\train\Valid_Claim\309_v1.jpg
309,train,Valid,2,output\tm_dataset\train\Valid_Claim\309_v2.jpg
312,train,Valid,1,output\tm_dataset\train\Valid_Claim\312_v1.jpg
312,train,Valid,2,output\tm_dataset\train\Valid_Claim\312_v2.jpg
314,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\314_v1.jpg
314,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\314_v2.jpg
315,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\315_v1.jpg
315,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\315_v2.jpg
316,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\316_v1.jpg
316,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\316_v2.jpg
317,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\317_v1.jpg
317,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\317_v2.jpg
319,train,Valid,1,output\tm_dataset\train\Valid_Claim\319_v1.jpg
319,train,Valid,2,output\tm_dataset\train\Valid_Claim\319_v2.jpg
320,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\320_v1.jpg
320,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\320_v2.jpg
321,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\321_v1.jpg
321,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\321_v2.jpg
322,train,Manual Review,1,output\tm_dataset\train\Manual_Review\322_v1.jpg
322,train,Manual Review,2,output\tm_dataset\train\Manual_Review\322_v2.jpg
323,train,Valid,1,output\tm_dataset\train\Valid_Claim\323_v1.jpg
323,train,Valid,2,output\tm_dataset\train\Valid_Claim\323_v2.jpg
324,train,Manual Review,1,output\tm_dataset\train\Manual_Review\324_v1.jpg
324,train,Manual Review,2,output\tm_dataset\train\Manual_Review\324_v2.jpg
325,train,Valid,1,output\tm_dataset\train\Valid_Claim\325_v1.jpg
325,train,Valid,2,output\tm_dataset\train\Valid_Claim\325_v2.jpg
326,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\326_v1.jpg
326,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\326_v2.jpg
327,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\327_v1.jpg
327,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\327_v2.jpg
328,train,Valid,1,output\tm_dataset\train\Valid_Claim\328_v1.jpg
328,train,Valid,2,output\tm_dataset\train\Valid_Claim\328_v2.jpg
329,train,Valid,1,output\tm_dataset\train\Valid_Claim\329_v1.jpg
329,train,Valid,2,output\tm_dataset\train\Valid_Claim\329_v2.jpg
330,train,Manual Review,1,output\tm_dataset\train\Manual_Review\330_v1.jpg
330,train,Manual Review,2,output\tm_dataset\train\Manual_Review\330_v2.jpg
332,train,Manual Review,1,output\tm_dataset\train\Manual_Review\332_v1.jpg
332,train,Manual Review,2,output\tm_dataset\train\Manual_Review\332_v2.jpg
333,train,Manual Review,1,output\tm_dataset\train\Manual_Review\333_v1.jpg
333,train,Manual Review,2,output\tm_dataset\train\Manual_Review\333_v2.jpg
334,train,Valid,1,output\tm_dataset\train\Valid_Claim\334_v1.jpg
334,train,Valid,2,output\tm_dataset\train\Valid_Claim\334_v2.jpg
335,train,Manual Review,1,output\tm_dataset\train\Manual_Review\335_v1.jpg
335,train,Manual Review,2,output\tm_dataset\train\Manual_Review\335_v2.jpg
337,train,Manual Review,1,output\tm_dataset\train\Manual_Review\337_v1.jpg
337,train,Manual Review,2,output\tm_dataset\train\Manual_Review\337_v2.jpg
339,train,Manual Review,1,output\tm_dataset\train\Manual_Review\339_v1.jpg
339,train,Manual Review,2,output\tm_dataset\train\Manual_Review\339_v2.jpg
340,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\340_v1.jpg
340,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\340_v2.jpg
341,train,Valid,1,output\tm_dataset\train\Valid_Claim\341_v1.jpg
341,train,Valid,2,output\tm_dataset\train\Valid_Claim\341_v2.jpg
342,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\342_v1.jpg
342,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\342_v2.jpg
343,train,Manual Review,1,output\tm_dataset\train\Manual_Review\343_v1.jpg
343,train,Manual Review,2,output\tm_dataset\train\Manual_Review\343_v2.jpg
344,train,Manual Review,1,output\tm_dataset\train\Manual_Review\344_v1.jpg
344,train,Manual Review,2,output\tm_dataset\train\Manual_Review\344_v2.jpg
346,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\346_v1.jpg
346,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\346_v2.jpg
349,train,Manual Review,1,output\tm_dataset\train\Manual_Review\349_v1.jpg
349,train,Manual Review,2,output\tm_dataset\train\Manual_Review\349_v2.jpg
350,train,Valid,1,output\tm_dataset\train\Valid_Claim\350_v1.jpg
350,train,Valid,2,output\tm_dataset\train\Valid_Claim\350_v2.jpg
351,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\351_v1.jpg
351,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\351_v2.jpg
353,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\353_v1.jpg
353,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\353_v2.jpg
354,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\354_v1.jpg
354,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\354_v2.jpg
356,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\356_v1.jpg
356,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\356_v2.jpg
357,train,Manual Review,1,output\tm_dataset\train\Manual_Review\357_v1.jpg
357,train,Manual Review,2,output\tm_dataset\train\Manual_Review\357_v2.jpg
358,train,Valid,1,output\tm_dataset\train\Valid_Claim\358_v1.jpg
358,train,Valid,2,output\tm_dataset\train\Valid_Claim\358_v2.jpg
359,train,Valid,1,output\tm_dataset\train\Valid_Claim\359_v1.jpg
359,train,Valid,2,output\tm_dataset\train\Valid_Claim\359_v2.jpg
360,train,Manual Review,1,output\tm_dataset\train\Manual_Review\360_v1.jpg
360,train,Manual Review,2,output\tm_dataset\train\Manual_Review\360_v2.jpg
361,train,Manual Review,1,output\tm_dataset\train\Manual_Review\361_v1.jpg
361,train,Manual Review,2,output\tm_dataset\train\Manual_Review\361_v2.jpg
363,train,Manual Review,1,output\tm_dataset\train\Manual_Review\363_v1.jpg
363,train,Manual Review,2,output\tm_dataset\train\Manual_Review\363_v2.jpg
364,train,Manual Review,1,output\tm_dataset\train\Manual_Review\364_v1.jpg
364,train,Manual Review,2,output\tm_dataset\train\Manual_Review\364_v2.jpg
365,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\365_v1.jpg
365,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\365_v2.jpg
367,train,Manual Review,1,output\tm_dataset\train\Manual_Review\367_v1.jpg
367,train,Manual Review,2,output\tm_dataset\train\Manual_Review\367_v2.jpg
368,train,Manual Review,1,output\tm_dataset\train\Manual_Review\368_v1.jpg
368,train,Manual Review,2,output\tm_dataset\train\Manual_Review\368_v2.jpg
369,train,Valid,1,output\tm_dataset\train\Valid_Claim\369_v1.jpg
369,train,Valid,2,output\tm_dataset\train\Valid_Claim\369_v2.jpg
370,train,Valid,1,output\tm_dataset\train\Valid_Claim\370_v1.jpg
370,train,Valid,2,output\tm_dataset\train\Valid_Claim\370_v2.jpg
371,train,Manual Review,1,output\tm_dataset\train\Manual_Review\371_v1.jpg
371,train,Manual Review,2,output\tm_dataset\train\Manual_Review\371_v2.jpg
372,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\372_v1.jpg
372,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\372_v2.jpg
373,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\373_v1.jpg
373,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\373_v2.jpg
374,train,Valid,1,output\tm_dataset\train\Valid_Claim\374_v1.jpg
374,train,Valid,2,output\tm_dataset\train\Valid_Claim\374_v2.jpg
375,train,Valid,1,output\tm_dataset\train\Valid_Claim\375_v1.jpg
375,train,Valid,2,output\tm_dataset\train\Valid_Claim\375_v2.jpg
378,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\378_v1.jpg
378,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\378_v2.jpg
380,train,Valid,1,output\tm_dataset\train\Valid_Claim\380_v1.jpg
380,train,Valid,2,output\tm_dataset\train\Valid_Claim\380_v2.jpg
381,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\381_v1.jpg
381,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\381_v2.jpg
382,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\382_v1.jpg
382,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\382_v2.jpg
384,train,Manual Review,1,output\tm_dataset\train\Manual_Review\384_v1.jpg
384,train,Manual Review,2,output\tm_dataset\train\Manual_Review\384_v2.jpg
385,train,Manual Review,1,output\tm_dataset\train\Manual_Review\385_v1.jpg
385,train,Manual Review,2,output\tm_dataset\train\Manual_Review\385_v2.jpg
386,train,Manual Review,1,output\tm_dataset\train\Manual_Review\386_v1.jpg
386,train,Manual Review,2,output\tm_dataset\train\Manual_Review\386_v2.jpg
387,train,Manual Review,1,output\tm_dataset\train\Manual_Review\387_v1.jpg
387,train,Manual Review,2,output\tm_dataset\train\Manual_Review\387_v2.jpg
388,train,Valid,1,output\tm_dataset\train\Valid_Claim\388_v1.jpg
388,train,Valid,2,output\tm_dataset\train\Valid_Claim\388_v2.jpg
389,train,Manual Review,1,output\tm_dataset\train\Manual_Review\389_v1.jpg
389,train,Manual Review,2,output\tm_dataset\train\Manual_Review\389_v2.jpg
390,train,Manual Review,1,output\tm_dataset\train\Manual_Review\390_v1.jpg
390,train,Manual Review,2,output\tm_dataset\train\Manual_Review\390_v2.jpg
391,train,Manual Review,1,output\tm_dataset\train\Manual_Review\391_v1.jpg
391,train,Manual Review,2,output\tm_dataset\train\Manual_Review\391_v2.jpg
392,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\392_v1.jpg
392,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\392_v2.jpg
393,train,Valid,1,output\tm_dataset\train\Valid_Claim\393_v1.jpg
393,train,Valid,2,output\tm_dataset\train\Valid_Claim\393_v2.jpg
396,train,Manual Review,1,output\tm_dataset\train\Manual_Review\396_v1.jpg
396,train,Manual Review,2,output\tm_dataset\train\Manual_Review\396_v2.jpg
398,train,Valid,1,output\tm_dataset\train\Valid_Claim\398_v1.jpg
398,train,Valid,2,output\tm_dataset\train\Valid_Claim\398_v2.jpg
399,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\399_v1.jpg
399,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\399_v2.jpg
400,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\400_v1.jpg
400,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\400_v2.jpg
401,train,Valid,1,output\tm_dataset\train\Valid_Claim\401_v1.jpg
401,train,Valid,2,output\tm_dataset\train\Valid_Claim\401_v2.jpg
403,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\403_v1.jpg
403,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\403_v2.jpg
405,train,Manual Review,1,output\tm_dataset\train\Manual_Review\405_v1.jpg
405,train,Manual Review,2,output\tm_dataset\train\Manual_Review\405_v2.jpg
406,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\406_v1.jpg
406,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\406_v2.jpg
407,train,Valid,1,output\tm_dataset\train\Valid_Claim\407_v1.jpg
407,train,Valid,2,output\tm_dataset\train\Valid_Claim\407_v2.jpg
408,train,Manual Review,1,output\tm_dataset\train\Manual_Review\408_v1.jpg
408,train,Manual Review,2,output\tm_dataset\train\Manual_Review\408_v2.jpg
410,train,Valid,1,output\tm_dataset\train\Valid_Claim\410_v1.jpg
410,train,Valid,2,output\tm_dataset\train\Valid_Claim\410_v2.jpg
412,train,Manual Review,1,output\tm_dataset\train\Manual_Review\412_v1.jpg
412,train,Manual Review,2,output\tm_dataset\train\Manual_Review\412_v2.jpg
413,train,Valid,1,output\tm_dataset\train\Valid_Claim\413_v1.jpg
413,train,Valid,2,output\tm_dataset\train\Valid_Claim\413_v2.jpg
414,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\414_v1.jpg
414,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\414_v2.jpg
415,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\415_v1.jpg
415,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\415_v2.jpg
417,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\417_v1.jpg
417,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\417_v2.jpg
421,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\421_v1.jpg
421,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\421_v2.jpg
422,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\422_v1.jpg
422,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\422_v2.jpg
423,train,Manual Review,1,output\tm_dataset\train\Manual_Review\423_v1.jpg
423,train,Manual Review,2,output\tm_dataset\train\Manual_Review\423_v2.jpg
425,train,Manual Review,1,output\tm_dataset\train\Manual_Review\425_v1.jpg
425,train,Manual Review,2,output\tm_dataset\train\Manual_Review\425_v2.jpg
426,train,Valid,1,output\tm_dataset\train\Valid_Claim\426_v1.jpg
426,train,Valid,2,output\tm_dataset\train\Valid_Claim\426_v2.jpg
427,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\427_v1.jpg
427,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\427_v2.jpg
428,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\428_v1.jpg
428,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\428_v2.jpg
429,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\429_v1.jpg
429,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\429_v2.jpg
430,train,Manual Review,1,output\tm_dataset\train\Manual_Review\430_v1.jpg
430,train,Manual Review,2,output\tm_dataset\train\Manual_Review\430_v2.jpg
434,train,Manual Review,1,output\tm_dataset\train\Manual_Review\434_v1.jpg
434,train,Manual Review,2,output\tm_dataset\train\Manual_Review\434_v2.jpg
436,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\436_v1.jpg
436,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\436_v2.jpg
438,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\438_v1.jpg
438,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\438_v2.jpg
439,train,Valid,1,output\tm_dataset\train\Valid_Claim\439_v1.jpg
439,train,Valid,2,output\tm_dataset\train\Valid_Claim\439_v2.jpg
440,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\440_v1.jpg
440,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\440_v2.jpg
441,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\441_v1.jpg
441,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\441_v2.jpg
442,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\442_v1.jpg
442,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\442_v2.jpg
443,train,Manual Review,1,output\tm_dataset\train\Manual_Review\443_v1.jpg
443,train,Manual Review,2,output\tm_dataset\train\Manual_Review\443_v2.jpg
445,train,Manual Review,1,output\tm_dataset\train\Manual_Review\445_v1.jpg
445,train,Manual Review,2,output\tm_dataset\train\Manual_Review\445_v2.jpg
448,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\448_v1.jpg
448,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\448_v2.jpg
449,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\449_v1.jpg
449,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\449_v2.jpg
450,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\450_v1.jpg
450,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\450_v2.jpg
452,train,Valid,1,output\tm_dataset\train\Valid_Claim\452_v1.jpg
452,train,Valid,2,output\tm_dataset\train\Valid_Claim\452_v2.jpg
453,train,Valid,1,output\tm_dataset\train\Valid_Claim\453_v1.jpg
453,train,Valid,2,output\tm_dataset\train\Valid_Claim\453_v2.jpg
455,train,Valid,1,output\tm_dataset\train\Valid_Claim\455_v1.jpg
455,train,Valid,2,output\tm_dataset\train\Valid_Claim\455_v2.jpg
456,train,Manual Review,1,output\tm_dataset\train\Manual_Review\456_v1.jpg
456,train,Manual Review,2,output\tm_dataset\train\Manual_Review\456_v2.jpg
457,train,Valid,1,output\tm_dataset\train\Valid_Claim\457_v1.jpg
457,train,Valid,2,output\tm_dataset\train\Valid_Claim\457_v2.jpg
460,train,Valid,1,output\tm_dataset\train\Valid_Claim\460_v1.jpg
460,train,Valid,2,output\tm_dataset\train\Valid_Claim\460_v2.jpg
461,train,Valid,1,output\tm_dataset\train\Valid_Claim\461_v1.jpg
461,train,Valid,2,output\tm_dataset\train\Valid_Claim\461_v2.jpg
462,train,Manual Review,1,output\tm_dataset\train\Manual_Review\462_v1.jpg
462,train,Manual Review,2,output\tm_dataset\train\Manual_Review\462_v2.jpg
464,train,Valid,1,output\tm_dataset\train\Valid_Claim\464_v1.jpg
464,train,Valid,2,output\tm_dataset\train\Valid_Claim\464_v2.jpg
465,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\465_v1.jpg
465,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\465_v2.jpg
466,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\466_v1.jpg
466,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\466_v2.jpg
467,train,Manual Review,1,output\tm_dataset\train\Manual_Review\467_v1.jpg
467,train,Manual Review,2,output\tm_dataset\train\Manual_Review\467_v2.jpg
468,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\468_v1.jpg
468,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\468_v2.jpg
472,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\472_v1.jpg
472,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\472_v2.jpg
473,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\473_v1.jpg
473,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\473_v2.jpg
475,train,Manual Review,1,output\tm_dataset\train\Manual_Review\475_v1.jpg
475,train,Manual Review,2,output\tm_dataset\train\Manual_Review\475_v2.jpg
477,train,Valid,1,output\tm_dataset\train\Valid_Claim\477_v1.jpg
477,train,Valid,2,output\tm_dataset\train\Valid_Claim\477_v2.jpg
478,train,Valid,1,output\tm_dataset\train\Valid_Claim\478_v1.jpg
478,train,Valid,2,output\tm_dataset\train\Valid_Claim\478_v2.jpg
479,train,Valid,1,output\tm_dataset\train\Valid_Claim\479_v1.jpg
479,train,Valid,2,output\tm_dataset\train\Valid_Claim\479_v2.jpg
480,train,Manual Review,1,output\tm_dataset\train\Manual_Review\480_v1.jpg
480,train,Manual Review,2,output\tm_dataset\train\Manual_Review\480_v2.jpg
482,train,Manual Review,1,output\tm_dataset\train\Manual_Review\482_v1.jpg
482,train,Manual Review,2,output\tm_dataset\train\Manual_Review\482_v2.jpg
483,train,Manual Review,1,output\tm_dataset\train\Manual_Review\483_v1.jpg
483,train,Manual Review,2,output\tm_dataset\train\Manual_Review\483_v2.jpg
484,train,Manual Review,1,output\tm_dataset\train\Manual_Review\484_v1.jpg
484,train,Manual Review,2,output\tm_dataset\train\Manual_Review\484_v2.jpg
485,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\485_v1.jpg
485,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\485_v2.jpg
486,train,Manual Review,1,output\tm_dataset\train\Manual_Review\486_v1.jpg
486,train,Manual Review,2,output\tm_dataset\train\Manual_Review\486_v2.jpg
488,train,Manual Review,1,output\tm_dataset\train\Manual_Review\488_v1.jpg
488,train,Manual Review,2,output\tm_dataset\train\Manual_Review\488_v2.jpg
490,train,Valid,1,output\tm_dataset\train\Valid_Claim\490_v1.jpg
490,train,Valid,2,output\tm_dataset\train\Valid_Claim\490_v2.jpg
492,train,Valid,1,output\tm_dataset\train\Valid_Claim\492_v1.jpg
492,train,Valid,2,output\tm_dataset\train\Valid_Claim\492_v2.jpg
493,train,Manual Review,1,output\tm_dataset\train\Manual_Review\493_v1.jpg
493,train,Manual Review,2,output\tm_dataset\train\Manual_Review\493_v2.jpg
494,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\494_v1.jpg
494,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\494_v2.jpg
495,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\495_v1.jpg
495,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\495_v2.jpg
498,train,Valid,1,output\tm_dataset\train\Valid_Claim\498_v1.jpg
498,train,Valid,2,output\tm_dataset\train\Valid_Claim\498_v2.jpg
499,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\499_v1.jpg
499,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\499_v2.jpg
500,train,Valid,1,output\tm_dataset\train\Valid_Claim\500_v1.jpg
500,train,Valid,2,output\tm_dataset\train\Valid_Claim\500_v2.jpg
501,train,Manual Review,1,output\tm_dataset\train\Manual_Review\501_v1.jpg
501,train,Manual Review,2,output\tm_dataset\train\Manual_Review\501_v2.jpg
502,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\502_v1.jpg
502,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\502_v2.jpg
503,train,Invalid,1,output\tm_dataset\train\Invalid_Claim\503_v1.jpg
503,train,Invalid,2,output\tm_dataset\train\Invalid_Claim\503_v2.jpg
