claim_id,product_category,product_age_months,warranty_period_months,receipt_available,serial_number_valid,damage_type,repair_history,purchase_price,claim_amount,days_since_purchase,claim_status
345,Camera,16,12,0,1,Unknown,2,1717.16,764.28,477,Invalid
346,Washing Machine,18,36,1,1,Manufacturing Defect,2,945.91,395.74,551,Valid
347,TV,39,36,0,0,Water Damage,4,1557.75,1091.27,1155,Invalid
348,Refrigerator,28,36,1,1,Software Failure,1,818.36,600.66,837,Valid
349,Headphones,52,36,0,0,Unknown,4,50.28,5.82,1563,Invalid
350,TV,37,36,0,0,Water Damage,3,1228.45,747.26,1113,Invalid
351,Camera,6,24,1,1,Electrical Failure,0,825.99,560.95,172,Valid
352,Headphones,21,24,1,0,Screen Damage,2,364.35,349.67,626,Manual Review
353,Headphones,12,12,0,0,Electrical Failure,2,166.82,104.02,361,Manual Review
354,Laptop,14,24,1,1,Software Failure,2,2402.54,699.54,426,Valid
355,Refrigerator,1,24,1,1,Manufacturing Defect,1,2430.04,1164.19,21,Valid
356,Refrigerator,32,12,0,1,Water Damage,1,945.49,651.55,961,Invalid
357,Laptop,51,36,0,0,Water Damage,1,2269.18,826.38,1537,Invalid
358,TV,55,36,0,0,Physical Damage,3,1143.28,374.5,1659,Invalid
359,Headphones,26,12,0,0,Physical Damage,4,312.05,48.55,772,Invalid
360,TV,44,36,0,0,Physical Damage,3,907.85,603.8,1317,Invalid
361,Camera,41,12,0,1,Physical Damage,4,915.83,650.62,1233,Manual Review
362,Washing Machine,42,24,0,1,Battery Failure,2,1312.91,901.52,1260,Manual Review
363,Headphones,33,24,1,0,Physical Damage,1,427.64,264.59,997,Manual Review
364,Smartphone,32,12,0,1,Unknown,1,1439.32,1493.79,960,Manual Review
365,Camera,20,36,1,0,Screen Damage,4,921.57,890.25,589,Manual Review
366,Washing Machine,46,36,0,0,Physical Damage,1,1679.93,751.18,1385,Invalid
367,Washing Machine,11,12,1,1,Software Failure,2,1272.05,1020.81,334,Valid
368,Washing Machine,12,24,1,1,Manufacturing Defect,1,1142.73,158.12,356,Valid
369,TV,7,24,1,1,Software Failure,1,276.83,226.38,224,Valid
370,Smartphone,45,36,1,0,Water Damage,4,556.85,211.11,1358,Invalid
371,Washing Machine,36,24,0,1,Unknown,1,750.59,387.8,1088,Invalid
372,Smartphone,30,36,1,1,Water Damage,2,895.4,828.2,890,Manual Review
373,Refrigerator,12,12,1,1,Software Failure,0,2396.17,1036.43,372,Valid
374,Refrigerator,23,36,1,1,Manufacturing Defect,3,1944.89,2053.63,682,Manual Review
375,Tablet,8,12,1,1,Electrical Failure,2,744.15,512.19,252,Valid
376,Refrigerator,15,12,1,1,Software Failure,0,2284.33,1915.36,453,Manual Review
377,Camera,15,24,1,1,Software Failure,1,1926.04,1370.58,454,Valid
378,TV,47,24,0,0,Unknown,2,638.75,324.74,1424,Invalid
379,Smartphone,60,36,1,0,Unknown,4,284.6,300.63,1799,Manual Review
380,Washing Machine,54,12,0,0,Water Damage,1,1608.17,1369.85,1612,Manual Review
381,Laptop,39,24,0,0,Unknown,4,1241.35,932.85,1175,Invalid
382,Tablet,49,24,0,0,Water Damage,4,753.16,604.11,1472,Manual Review
383,Washing Machine,11,12,1,1,Battery Failure,1,1332.75,439.96,319,Valid
384,Smartphone,1,12,1,1,Electrical Failure,1,352.61,136.54,44,Valid
385,Headphones,1,24,1,1,Manufacturing Defect,1,355.14,94.54,24,Valid
386,Tablet,9,12,1,1,Manufacturing Defect,0,221.36,33.51,282,Valid
387,Washing Machine,31,36,1,1,Battery Failure,0,1516.45,664.04,941,Valid
388,Laptop,22,36,1,1,Electrical Failure,1,642.95,407.71,647,Manual Review
389,Laptop,59,12,1,1,Battery Failure,3,1979.29,1638.98,1769,Manual Review
390,Tablet,50,36,1,0,Water Damage,4,650.07,469.32,1499,Invalid
391,Washing Machine,46,12,1,0,Battery Failure,1,1592.48,800.23,1388,Manual Review
392,Headphones,25,12,1,0,Physical Damage,1,391.03,72.49,742,Invalid
393,TV,51,36,0,0,Water Damage,3,442.73,115.57,1522,Invalid
394,Tablet,24,24,0,0,Unknown,1,457.63,317.43,733,Manual Review
395,Refrigerator,45,36,0,0,Physical Damage,4,1772.01,630.32,1361,Invalid
396,TV,29,24,1,0,Physical Damage,3,1993.4,265.66,867,Invalid
397,Headphones,30,12,1,0,Battery Failure,3,45.17,29.51,912,Manual Review
398,Laptop,41,12,0,0,Water Damage,1,2343.55,2162.62,1217,Manual Review
399,Camera,17,24,1,1,Battery Failure,0,1434.77,297.12,520,Valid
400,Laptop,10,12,1,1,Manufacturing Defect,1,2248.29,1687.58,313,Valid
401,Laptop,30,36,1,1,Electrical Failure,3,2087.01,1249.9,905,Manual Review
402,Smartphone,9,12,1,1,Software Failure,0,1137.55,809.75,265,Valid
403,Camera,19,24,1,1,Screen Damage,0,452.43,444.99,575,Manual Review
404,Headphones,2,12,1,1,Manufacturing Defect,0,307.1,204.02,57,Valid
405,Camera,1,24,1,1,Electrical Failure,1,663.63,156.87,40,Valid
406,Headphones,11,12,1,1,Electrical Failure,1,353.65,155.66,320,Valid
407,Washing Machine,51,36,0,0,Unknown,1,380.7,66.3,1528,Invalid
408,Smartphone,2,12,1,1,Manufacturing Defect,2,507.29,344.08,51,Valid
409,Tablet,30,24,0,1,Manufacturing Defect,3,526.66,275.02,905,Manual Review
410,Tablet,13,36,1,1,Screen Damage,3,670.35,531.88,396,Manual Review
411,Camera,58,36,0,1,Physical Damage,1,337.98,40.46,1751,Invalid
412,TV,58,36,1,0,Physical Damage,2,1654.11,273.0,1747,Invalid
413,Refrigerator,24,24,1,1,Manufacturing Defect,0,1234.45,482.76,715,Valid
414,TV,41,12,1,0,Electrical Failure,4,1466.42,1121.79,1223,Manual Review
415,Smartphone,37,12,1,0,Water Damage,2,960.33,413.1,1097,Invalid
416,Camera,29,12,1,0,Software Failure,1,500.27,423.48,885,Manual Review
417,Camera,12,36,0,1,Manufacturing Defect,1,557.97,575.45,373,Manual Review
418,Washing Machine,35,36,1,1,Electrical Failure,1,1631.16,929.92,1050,Valid
419,Headphones,7,24,0,1,Screen Damage,1,237.69,187.06,210,Manual Review
420,Washing Machine,7,12,1,1,Manufacturing Defect,1,982.18,493.48,216,Valid
421,Smartphone,4,24,0,1,Electrical Failure,2,1226.65,1180.98,134,Manual Review
422,Headphones,59,24,0,1,Screen Damage,3,224.46,219.36,1770,Manual Review
423,Laptop,58,36,1,0,Water Damage,4,2216.1,822.86,1728,Invalid
424,TV,9,24,1,1,Software Failure,1,1252.54,672.42,263,Valid
425,TV,34,36,1,1,Battery Failure,2,1201.4,1015.86,1005,Valid
426,Refrigerator,14,24,1,1,Electrical Failure,0,1204.33,199.67,418,Valid
427,Camera,60,36,0,0,Physical Damage,4,543.42,110.54,1806,Invalid
428,Smartphone,3,36,1,1,Manufacturing Defect,2,158.62,21.63,79,Valid
429,Laptop,47,36,0,0,Battery Failure,1,1242.69,711.16,1403,Manual Review
430,Tablet,16,12,1,1,Screen Damage,0,185.44,148.23,473,Manual Review
431,Camera,19,24,1,1,Screen Damage,3,547.37,355.05,571,Manual Review
432,Tablet,39,24,1,1,Physical Damage,2,174.27,120.83,1177,Invalid
433,Tablet,32,36,0,0,Unknown,0,589.56,353.77,969,Manual Review
434,Tablet,58,24,1,0,Electrical Failure,1,991.23,554.84,1741,Manual Review
435,Headphones,15,36,1,1,Unknown,2,441.93,428.2,442,Manual Review
436,Refrigerator,14,24,1,1,Electrical Failure,1,1624.35,1059.97,423,Valid
437,TV,12,24,1,1,Software Failure,0,1405.06,375.42,357,Valid
438,TV,53,36,1,1,Screen Damage,1,1141.24,870.36,1592,Manual Review
439,Camera,10,36,1,1,Electrical Failure,2,1204.23,209.86,298,Valid
440,TV,27,36,1,1,Electrical Failure,2,1458.57,975.23,815,Valid
441,Laptop,59,24,1,1,Physical Damage,0,2209.6,2150.63,1759,Manual Review
442,TV,59,12,0,0,Physical Damage,4,1650.07,391.47,1778,Invalid
443,Camera,58,12,1,0,Water Damage,4,2118.13,1830.33,1743,Manual Review
444,Washing Machine,51,24,1,0,Unknown,3,1317.3,652.67,1532,Invalid
445,Laptop,11,12,1,1,Software Failure,2,484.69,301.8,341,Valid
446,Laptop,1,12,0,0,Screen Damage,1,1394.86,868.41,41,Manual Review
447,Tablet,59,12,0,1,Unknown,2,751.54,294.7,1768,Invalid
448,Smartphone,30,24,0,1,Manufacturing Defect,4,1020.9,695.9,913,Manual Review
449,TV,40,12,1,1,Screen Damage,0,819.6,529.37,1200,Manual Review
450,Tablet,8,12,1,1,Battery Failure,0,998.88,828.2,229,Valid
451,Laptop,4,24,1,1,Manufacturing Defect,1,2340.68,322.96,118,Valid
452,TV,3,12,0,0,Electrical Failure,3,745.41,391.62,75,Manual Review
453,Tablet,17,24,1,1,Electrical Failure,1,764.6,180.53,515,Valid
454,Headphones,50,36,0,1,Water Damage,2,43.7,12.71,1510,Invalid
455,Laptop,48,36,1,0,Water Damage,1,1581.99,1247.01,1439,Manual Review
456,TV,23,24,1,1,Software Failure,2,374.56,278.94,682,Valid
457,Laptop,43,24,1,0,Battery Failure,2,412.2,390.87,1303,Manual Review
458,Refrigerator,40,24,0,1,Water Damage,4,856.62,426.89,1187,Invalid
459,TV,49,36,0,0,Water Damage,4,1375.84,347.91,1484,Invalid
460,Tablet,53,24,0,1,Electrical Failure,3,783.79,404.08,1577,Manual Review
461,Tablet,21,36,1,0,Water Damage,2,335.97,346.1,624,Manual Review
462,Camera,15,24,1,1,Manufacturing Defect,2,1510.05,891.07,436,Valid
463,Washing Machine,59,36,0,1,Physical Damage,3,1257.16,637.17,1780,Invalid
464,Headphones,20,36,1,1,Battery Failure,1,56.4,7.25,604,Valid
465,Tablet,8,24,1,0,Screen Damage,0,311.17,282.05,236,Manual Review
466,Smartphone,27,24,0,0,Water Damage,3,212.29,90.61,811,Invalid
467,Refrigerator,49,36,0,1,Physical Damage,1,896.4,425.29,1469,Invalid
468,Headphones,4,12,1,1,Software Failure,0,302.21,249.79,122,Valid
469,Camera,26,12,1,0,Electrical Failure,0,878.65,443.83,769,Manual Review
470,Washing Machine,52,24,0,0,Water Damage,4,648.15,220.82,1552,Invalid
471,Tablet,51,36,1,0,Physical Damage,2,479.41,258.79,1517,Invalid
472,Refrigerator,33,36,1,1,Battery Failure,0,739.25,281.24,1005,Valid
473,Headphones,45,36,0,0,Water Damage,3,138.49,61.29,1365,Invalid
474,Refrigerator,7,12,0,0,Manufacturing Defect,4,2415.7,2516.01,212,Manual Review
475,Camera,60,36,1,0,Physical Damage,1,1408.4,1044.49,1801,Manual Review
476,Refrigerator,2,12,1,1,Battery Failure,0,2300.89,317.69,52,Valid
477,TV,48,12,0,0,Physical Damage,3,1597.67,1020.21,1442,Invalid
478,Headphones,36,36,1,1,Software Failure,1,450.41,100.28,1088,Valid
479,Tablet,24,24,1,1,Electrical Failure,1,587.61,177.5,725,Valid
480,Washing Machine,6,12,1,1,Software Failure,1,1596.13,214.34,188,Valid
481,Camera,12,12,1,1,Manufacturing Defect,2,1749.48,1029.02,368,Valid
482,Washing Machine,21,36,1,1,Battery Failure,0,1072.09,507.85,630,Valid
483,Camera,42,12,0,0,Unknown,2,869.2,504.62,1270,Manual Review
484,Washing Machine,38,24,1,0,Unknown,2,599.5,269.36,1148,Invalid
485,Laptop,43,12,0,0,Unknown,1,1532.31,886.98,1293,Invalid
486,Laptop,15,24,1,0,Water Damage,1,2033.83,1356.54,460,Manual Review
487,Washing Machine,37,24,0,0,Unknown,1,466.66,138.33,1109,Invalid
488,Headphones,9,12,1,1,Electrical Failure,0,222.69,142.93,275,Valid
489,Laptop,58,36,0,0,Unknown,1,1179.51,818.12,1735,Invalid
490,Washing Machine,7,36,1,0,Battery Failure,3,805.01,632.17,223,Manual Review
491,Laptop,37,12,0,0,Water Damage,3,737.96,461.32,1104,Invalid
492,Washing Machine,11,12,1,1,Manufacturing Defect,2,346.54,45.12,322,Valid
493,Tablet,48,36,0,0,Unknown,1,980.6,189.61,1445,Invalid
494,Smartphone,27,36,1,1,Battery Failure,1,1386.4,396.78,805,Valid
495,Smartphone,41,24,0,1,Screen Damage,4,1300.98,867.09,1235,Manual Review
496,Washing Machine,59,24,0,0,Physical Damage,3,533.58,207.32,1755,Invalid
497,Headphones,6,36,1,0,Electrical Failure,4,120.72,97.4,194,Manual Review
498,Headphones,55,24,0,0,Water Damage,2,419.84,128.63,1647,Invalid
499,TV,23,24,1,1,Software Failure,1,1312.68,296.46,698,Valid
500,Washing Machine,46,24,1,0,Screen Damage,1,845.47,533.72,1379,Manual Review
501,Headphones,11,12,1,1,Battery Failure,2,72.74,39.09,331,Valid
502,Camera,3,24,1,1,Electrical Failure,2,1031.57,473.93,91,Valid
503,TV,7,36,0,0,Manufacturing Defect,1,1748.15,1022.67,201,Manual Review
504,Refrigerator,2,24,1,1,Software Failure,2,2310.22,458.71,55,Valid
505,Refrigerator,18,24,1,1,Water Damage,2,781.68,810.65,525,Manual Review
506,Headphones,43,24,0,1,Electrical Failure,1,257.36,248.15,1300,Manual Review
507,Tablet,21,12,1,0,Physical Damage,1,984.43,938.18,632,Manual Review
508,Refrigerator,58,12,0,0,Physical Damage,1,2476.52,1013.05,1742,Invalid
509,Refrigerator,2,12,1,1,Manufacturing Defect,0,1649.59,1145.59,71,Valid
510,Headphones,16,24,1,1,Manufacturing Defect,1,242.65,155.66,467,Valid
511,Refrigerator,46,24,1,1,Battery Failure,1,1013.9,596.09,1377,Manual Review
512,Headphones,55,36,0,1,Physical Damage,3,424.48,229.61,1650,Manual Review
513,Tablet,16,12,1,0,Water Damage,1,782.41,377.91,467,Invalid
514,Tablet,55,36,0,0,Physical Damage,2,408.48,42.23,1642,Invalid
515,Smartphone,9,12,0,1,Electrical Failure,1,408.07,245.71,283,Manual Review
516,Laptop,5,12,1,1,Software Failure,1,1514.17,1280.94,149,Valid
517,Smartphone,41,36,0,0,Water Damage,4,794.04,605.75,1215,Invalid
518,Laptop,43,12,0,0,Battery Failure,0,2081.08,1733.19,1278,Manual Review
519,Laptop,34,36,1,1,Manufacturing Defect,1,736.66,120.01,1019,Valid
520,Laptop,32,36,1,1,Electrical Failure,2,1539.18,1094.86,961,Manual Review
521,Tablet,7,36,1,1,Battery Failure,0,639.36,142.76,208,Valid
522,Headphones,41,12,0,1,Manufacturing Defect,4,59.33,57.23,1240,Manual Review
523,Laptop,50,36,0,1,Unknown,0,1236.63,835.69,1511,Manual Review
524,Smartphone,52,36,0,1,Physical Damage,4,281.93,91.82,1560,Invalid
525,Washing Machine,13,36,1,1,Software Failure,1,1057.69,759.03,395,Valid
526,TV,25,12,0,1,Water Damage,1,490.18,334.31,755,Invalid
527,Laptop,23,24,1,1,Electrical Failure,2,901.14,734.49,682,Valid
528,Refrigerator,26,36,1,1,Electrical Failure,1,1758.49,224.15,774,Valid
529,Tablet,28,12,0,1,Unknown,2,538.16,219.9,831,Invalid
530,TV,35,24,0,1,Unknown,4,423.76,259.67,1055,Invalid
531,Refrigerator,1,12,1,1,Battery Failure,2,2280.71,934.62,29,Valid
532,Refrigerator,23,12,0,0,Physical Damage,4,725.09,432.72,679,Invalid
533,Laptop,45,24,1,1,Manufacturing Defect,4,2022.06,1016.69,1359,Manual Review
534,Refrigerator,42,36,0,1,Screen Damage,1,2489.33,2097.35,1264,Manual Review
535,Camera,22,36,1,1,Battery Failure,2,2096.86,1314.99,666,Valid
536,Tablet,19,36,1,1,Software Failure,0,843.97,135.08,564,Valid
537,TV,56,24,0,0,Electrical Failure,3,1655.52,997.34,1680,Manual Review
538,Headphones,52,24,0,0,Physical Damage,3,64.78,13.82,1569,Invalid
539,Refrigerator,56,24,1,0,Water Damage,1,1697.69,998.48,1666,Manual Review
540,Tablet,4,24,1,1,Manufacturing Defect,0,152.7,100.11,132,Valid
541,Laptop,5,12,1,1,Battery Failure,1,1731.19,1097.16,158,Valid
542,Headphones,34,36,1,1,Physical Damage,0,69.51,73.41,1018,Manual Review
543,Laptop,4,12,1,1,Software Failure,2,1299.15,724.53,124,Valid
544,Camera,10,12,1,1,Electrical Failure,0,1963.97,779.39,307,Valid
545,Laptop,15,24,0,1,Software Failure,1,1737.79,1715.24,448,Manual Review
546,Headphones,47,36,0,0,Unknown,2,378.04,282.44,1421,Manual Review
547,Camera,27,36,1,0,Electrical Failure,4,1752.47,1169.47,815,Manual Review
548,Camera,36,12,1,1,Software Failure,3,1111.81,816.99,1077,Manual Review
549,Laptop,33,12,1,0,Screen Damage,1,1597.77,994.49,1001,Manual Review
550,Camera,1,24,1,1,Electrical Failure,2,940.19,394.88,44,Valid
551,TV,35,36,1,1,Battery Failure,0,967.56,101.38,1042,Valid
552,Laptop,35,36,1,1,Manufacturing Defect,1,491.42,371.02,1047,Valid
553,Headphones,21,36,1,1,Electrical Failure,2,83.69,33.01,626,Valid
554,Smartphone,5,36,1,1,Battery Failure,2,537.96,329.93,142,Valid
555,Smartphone,56,24,0,0,Physical Damage,3,529.31,102.04,1692,Invalid
556,TV,50,36,1,1,Water Damage,2,359.98,118.96,1505,Invalid
557,Laptop,55,36,0,1,Physical Damage,1,1840.35,557.42,1654,Invalid
558,Smartphone,22,24,1,1,Battery Failure,0,1298.73,413.98,674,Valid
559,Refrigerator,30,36,1,1,Manufacturing Defect,2,1497.38,849.45,898,Valid
560,TV,17,36,1,1,Electrical Failure,1,1730.68,1348.2,497,Valid
561,Washing Machine,47,36,0,1,Unknown,4,1293.42,376.53,1405,Invalid
562,Camera,3,36,1,1,Manufacturing Defect,0,1395.79,981.92,96,Valid
563,Camera,26,24,0,1,Software Failure,2,1096.59,1098.7,792,Manual Review
564,Laptop,9,36,1,1,Battery Failure,2,1554.59,709.61,263,Valid
565,Tablet,3,12,1,1,Software Failure,0,860.05,577.18,90,Valid
566,Smartphone,48,36,1,0,Physical Damage,4,879.79,688.42,1433,Invalid
567,Laptop,37,36,1,1,Physical Damage,1,2106.84,731.28,1121,Invalid
568,Smartphone,35,24,0,0,Unknown,3,1033.92,141.81,1035,Invalid
569,Laptop,24,24,1,1,Manufacturing Defect,1,2334.44,266.26,732,Valid
570,Tablet,60,36,0,0,Physical Damage,3,892.64,142.57,1808,Invalid
571,TV,9,36,1,1,Electrical Failure,1,1911.42,723.01,277,Valid
572,TV,37,36,1,0,Physical Damage,4,941.5,326.88,1113,Invalid
573,Laptop,2,36,1,1,Battery Failure,1,872.17,108.6,54,Valid
574,Tablet,60,24,0,1,Physical Damage,2,301.84,64.44,1809,Invalid
575,Refrigerator,56,36,0,1,Water Damage,4,823.59,335.43,1686,Invalid
576,Washing Machine,1,12,1,1,Manufacturing Defect,3,630.14,395.51,36,Manual Review
577,Headphones,42,36,0,1,Battery Failure,1,482.36,374.95,1245,Manual Review
578,Smartphone,29,12,0,0,Physical Damage,3,1354.51,260.83,856,Invalid
579,Washing Machine,46,12,1,0,Electrical Failure,4,1777.89,1203.52,1385,Manual Review
580,Tablet,12,24,1,1,Screen Damage,2,1107.71,565.58,359,Manual Review
581,TV,11,24,0,0,Water Damage,4,1841.95,933.11,321,Manual Review
582,Camera,2,36,1,1,Electrical Failure,2,1501.72,764.65,54,Valid
583,Refrigerator,4,36,0,1,Unknown,3,1974.87,1193.34,125,Manual Review
584,Refrigerator,1,12,1,0,Unknown,1,1008.54,820.86,32,Manual Review
585,Tablet,36,12,1,0,Unknown,4,1030.01,191.51,1088,Invalid
586,Camera,21,24,1,1,Manufacturing Defect,0,469.85,221.38,630,Valid
587,Washing Machine,48,24,0,0,Unknown,3,1104.16,312.38,1443,Invalid
588,Camera,9,36,1,1,Unknown,4,1487.97,1449.51,258,Manual Review
589,TV,44,24,0,1,Physical Damage,2,392.64,270.26,1318,Manual Review
590,Tablet,5,12,1,1,Electrical Failure,1,493.19,127.61,159,Valid
591,Washing Machine,39,12,1,1,Water Damage,2,1225.33,280.35,1163,Invalid
592,Camera,55,36,0,1,Unknown,3,672.36,513.06,1654,Invalid
593,Headphones,41,36,1,0,Water Damage,1,281.65,191.0,1222,Manual Review
594,Smartphone,12,36,1,1,Electrical Failure,2,908.26,354.44,353,Valid
595,Smartphone,40,36,0,1,Water Damage,2,684.08,316.79,1208,Invalid
596,Camera,51,12,0,0,Unknown,1,1286.29,918.96,1539,Invalid
597,Smartphone,27,12,1,0,Water Damage,4,723.78,183.13,807,Invalid
598,Refrigerator,18,24,1,1,Manufacturing Defect,1,1302.77,410.61,543,Valid
599,Tablet,36,36,0,1,Physical Damage,1,593.12,556.03,1082,Manual Review
600,Smartphone,12,12,1,1,Electrical Failure,1,440.67,135.9,369,Valid
601,Smartphone,49,24,0,0,Physical Damage,2,813.82,332.37,1484,Invalid
602,Washing Machine,13,36,1,1,Manufacturing Defect,0,1459.6,869.84,377,Valid
603,Washing Machine,15,36,1,1,Software Failure,2,1568.9,1209.93,443,Valid
604,TV,50,36,0,0,Physical Damage,0,911.25,900.13,1497,Manual Review
605,Camera,39,24,0,0,Unknown,2,1885.11,361.74,1155,Invalid
606,TV,18,12,0,0,Unknown,1,281.35,113.57,537,Invalid
607,TV,60,36,0,0,Physical Damage,0,1238.39,1344.89,1803,Manual Review
608,Camera,48,36,0,0,Unknown,1,1744.56,801.99,1430,Invalid
609,Laptop,15,24,1,1,Electrical Failure,1,1269.79,705.12,441,Valid
610,Headphones,12,12,1,1,Software Failure,2,268.61,180.36,348,Valid
611,Washing Machine,48,24,0,0,Physical Damage,4,431.4,307.16,1448,Invalid
612,Refrigerator,19,12,0,0,Water Damage,4,2493.15,1834.36,585,Invalid
613,Smartphone,42,36,0,0,Manufacturing Defect,1,542.39,548.81,1250,Manual Review
614,Washing Machine,20,24,1,1,Electrical Failure,2,538.74,234.05,612,Valid
615,Tablet,52,36,0,0,Physical Damage,3,734.67,194.18,1545,Invalid
616,Washing Machine,31,24,0,0,Water Damage,0,1325.51,1420.4,923,Manual Review
617,Camera,60,36,0,1,Physical Damage,4,317.59,31.8,1794,Invalid
618,TV,32,12,0,1,Water Damage,2,1249.54,1330.86,968,Manual Review
619,Tablet,57,24,0,0,Unknown,4,940.48,733.32,1713,Invalid
620,Headphones,2,12,1,1,Manufacturing Defect,0,379.96,161.07,56,Valid
621,Camera,38,24,0,0,Water Damage,2,1348.01,832.3,1134,Invalid
622,Headphones,50,36,1,0,Unknown,4,224.67,137.05,1511,Invalid
623,Refrigerator,24,12,0,0,Physical Damage,4,523.72,301.15,735,Invalid
624,Camera,40,24,0,1,Battery Failure,4,862.88,872.86,1196,Manual Review
625,Washing Machine,1,12,1,1,Software Failure,1,1564.27,857.44,36,Valid
626,Camera,42,24,1,0,Software Failure,4,1699.11,1411.9,1253,Manual Review
627,Washing Machine,47,24,0,0,Unknown,1,806.6,536.2,1398,Invalid
628,Camera,38,24,0,1,Manufacturing Defect,4,1532.25,1421.83,1129,Manual Review
629,TV,31,24,1,1,Battery Failure,2,869.38,608.77,938,Manual Review
630,Tablet,11,24,1,1,Battery Failure,1,1162.8,390.28,345,Valid
631,Smartphone,41,12,1,1,Software Failure,3,685.51,694.74,1215,Manual Review
632,TV,47,12,0,0,Physical Damage,2,1419.46,832.58,1407,Invalid
633,Tablet,10,36,0,1,Screen Damage,1,364.28,188.69,297,Manual Review
634,Headphones,9,12,1,1,Battery Failure,0,406.67,179.89,276,Valid
635,Laptop,46,24,0,0,Physical Damage,3,1848.8,1266.42,1380,Invalid
636,Laptop,11,36,1,1,Software Failure,1,2070.66,2169.61,321,Manual Review
637,TV,49,36,0,0,Water Damage,2,1226.75,602.21,1478,Invalid
638,Laptop,6,12,1,1,Software Failure,1,2024.27,410.62,189,Valid
639,Tablet,3,24,1,1,Software Failure,0,363.36,175.68,100,Valid
640,Laptop,20,36,1,1,Software Failure,2,1245.04,505.85,594,Valid
641,Refrigerator,21,36,1,0,Battery Failure,2,829.37,675.07,634,Manual Review
642,Camera,13,24,1,1,Electrical Failure,2,323.06,179.85,383,Valid
643,Headphones,7,12,1,1,Battery Failure,0,233.1,135.28,195,Valid
644,Washing Machine,28,36,1,1,Electrical Failure,2,734.27,425.95,837,Valid
645,Washing Machine,4,12,1,1,Electrical Failure,2,358.37,46.66,127,Valid
646,Camera,3,36,1,1,Software Failure,2,1296.97,1000.78,95,Valid
647,Smartphone,12,12,1,1,Electrical Failure,2,235.8,43.68,359,Valid
648,Laptop,2,12,1,1,Battery Failure,2,1829.01,402.36,64,Valid
649,Camera,50,36,0,0,Unknown,4,1814.49,472.93,1510,Invalid
650,Camera,2,24,1,1,Manufacturing Defect,1,1492.37,1012.33,53,Valid
651,Refrigerator,57,12,1,1,Unknown,3,1541.17,1323.41,1704,Manual Review
652,Refrigerator,5,12,0,1,Water Damage,4,1249.57,1149.24,147,Manual Review
653,Tablet,49,36,0,0,Physical Damage,2,529.33,357.82,1458,Invalid
654,TV,26,12,1,1,Manufacturing Defect,3,421.17,279.47,785,Manual Review
655,Refrigerator,46,12,0,0,Water Damage,2,1331.93,984.76,1365,Invalid
656,Camera,42,12,0,0,Unknown,1,838.78,441.66,1247,Manual Review
657,Laptop,1,36,1,1,Manufacturing Defect,1,1281.27,549.24,20,Valid
658,Camera,3,12,1,1,Manufacturing Defect,0,1210.62,397.41,78,Valid
659,Laptop,1,24,0,0,Electrical Failure,4,912.88,867.05,38,Manual Review
660,TV,38,24,0,0,Water Damage,4,529.58,237.39,1154,Invalid
661,Camera,40,24,0,0,Physical Damage,1,2165.13,1006.35,1200,Invalid
662,Headphones,21,36,1,1,Battery Failure,2,355.97,294.23,644,Valid
663,Washing Machine,8,12,1,1,Manufacturing Defect,1,511.32,223.55,226,Valid
664,TV,2,12,1,0,Screen Damage,4,1496.06,1006.4,71,Manual Review
665,Refrigerator,35,36,1,1,Electrical Failure,1,1935.16,825.7,1043,Valid
666,Laptop,16,12,1,0,Physical Damage,4,1822.89,266.24,482,Invalid
667,Camera,18,24,1,1,Battery Failure,1,1752.22,1429.53,525,Valid
668,Refrigerator,11,24,1,1,Manufacturing Defect,0,2496.75,1107.84,318,Valid
669,Tablet,8,12,1,1,Manufacturing Defect,1,537.36,277.02,250,Valid
670,Headphones,29,36,1,1,Manufacturing Defect,0,91.58,27.5,864,Valid
671,Laptop,14,12,0,1,Battery Failure,4,1130.98,821.7,435,Manual Review
672,Washing Machine,19,36,1,1,Software Failure,2,395.76,71.66,563,Valid
673,Laptop,42,36,1,1,Battery Failure,3,649.49,420.22,1257,Manual Review
674,TV,4,24,1,1,Battery Failure,2,1333.92,728.17,118,Valid
675,Laptop,48,24,0,1,Physical Damage,2,1366.49,164.27,1447,Invalid
676,TV,40,24,0,0,Electrical Failure,1,1957.98,1945.26,1204,Manual Review
677,Headphones,42,24,1,1,Physical Damage,3,313.49,135.77,1257,Invalid
678,Washing Machine,25,24,0,1,Unknown,3,1402.39,1126.37,759,Manual Review
679,Tablet,41,36,0,0,Unknown,2,657.68,404.57,1226,Invalid
680,Refrigerator,9,24,1,1,Software Failure,2,2390.93,257.3,257,Valid
681,Smartphone,17,24,1,1,Software Failure,0,260.17,101.37,502,Valid
682,Headphones,41,36,0,1,Unknown,3,97.35,62.58,1242,Invalid
683,Refrigerator,59,36,0,0,Unknown,3,1560.93,1709.9,1766,Manual Review
684,Tablet,14,24,1,1,Electrical Failure,1,570.47,340.54,429,Valid
685,TV,10,24,1,1,Battery Failure,2,804.82,506.02,296,Valid
686,Camera,31,24,0,0,Water Damage,1,1959.69,584.55,928,Invalid
687,Smartphone,44,24,0,1,Physical Damage,3,308.7,166.24,1309,Invalid
688,Camera,13,24,1,1,Electrical Failure,1,1581.32,603.64,396,Valid
689,Tablet,46,36,0,0,Unknown,2,936.8,727.34,1376,Invalid
690,Headphones,23,36,1,0,Screen Damage,3,206.78,156.43,677,Manual Review
